impl,graph_name,variant_or_mode,threads,runtime_seconds,total_levels,delta_unreached,source,directed,alpha,beta
ours,soc-Epinions1,hybrid_omp,2,0.002248178,10,,0,1,6.0,32.0
ours,soc-Epinions1,hybrid_omp,2,0.002907283,10,,0,1,6.0,48.0
ours,soc-Epinions1,hybrid_omp,2,0.002796194,10,,0,1,6.0,64.0
ours,soc-Epinions1,hybrid_omp,2,0.002076102,10,,0,1,8.0,8.0
ours,soc-Epinions1,hybrid_omp,2,0.002320111,10,,0,1,8.0,16.0
ours,soc-Epinions1,hybrid_omp,2,0.001854263,10,,0,1,8.0,24.0
ours,soc-Epinions1,hybrid_omp,2,0.001425404,10,,0,1,8.0,32.0
ours,soc-Epinions1,hybrid_omp,2,0.002056654,10,,0,1,8.0,48.0
ours,soc-Epinions1,hybrid_omp,2,0.002141874,10,,0,1,8.0,64.0
ours,soc-Epinions1,hybrid_omp,2,0.002411859,10,,0,1,10.0,8.0
ours,soc-Epinions1,hybrid_omp,2,0.001958031,10,,0,1,10.0,16.0
ours,soc-Epinions1,hybrid_omp,2,0.002527042,10,,0,1,10.0,24.0
ours,soc-Epinions1,hybrid_omp,2,0.002141458,10,,0,1,10.0,32.0
ours,soc-Epinions1,hybrid_omp,2,0.002327640,10,,0,1,10.0,48.0
ours,soc-Epinions1,hybrid_omp,2,0.001948266,10,,0,1,10.0,64.0
ours,soc-Epinions1,hybrid_omp,2,0.002662972,10,,0,1,12.0,8.0
ours,soc-Epinions1,hybrid_omp,2,0.001526561,10,,0,1,12.0,16.0
ours,soc-Epinions1,hybrid_omp,2,0.002391522,10,,0,1,12.0,24.0
ours,soc-Epinions1,hybrid_omp,2,0.002268340,10,,0,1,12.0,32.0
ours,soc-Epinions1,hybrid_omp,2,0.002774260,10,,0,1,12.0,48.0
ours,soc-Epinions1,hybrid_omp,2,0.002391301,10,,0,1,12.0,64.0
ours,soc-Epinions1,hybrid_omp,2,0.002171611,10,,0,1,14.0,8.0
ours,soc-Epinions1,hybrid_omp,2,0.002281323,10,,0,1,14.0,16.0
ours,soc-Epinions1,hybrid_omp,2,0.001685511,10,,0,1,14.0,24.0
ours,soc-Epinions1,hybrid_omp,2,0.002089783,10,,0,1,14.0,32.0
ours,soc-Epinions1,hybrid_omp,2,0.002252845,10,,0,1,14.0,48.0
ours,soc-Epinions1,hybrid_omp,2,0.002152828,10,,0,1,14.0,64.0
ours,soc-Epinions1,hybrid_omp,2,0.002169238,10,,0,1,16.0,8.0
ours,soc-Epinions1,hybrid_omp,2,0.001878850,10,,0,1,16.0,16.0
ours,soc-Epinions1,hybrid_omp,2,0.002462169,10,,0,1,16.0,24.0
ours,soc-Epinions1,hybrid_omp,2,0.002275063,10,,0,1,16.0,32.0
ours,soc-Epinions1,hybrid_omp,2,0.001553999,10,,0,1,16.0,48.0
ours,soc-Epinions1,hybrid_omp,2,0.001640779,10,,0,1,16.0,64.0
ours,soc-Epinions1,hybrid_omp,2,0.002633683,10,,0,1,20.0,8.0
ours,soc-Epinions1,hybrid_omp,2,0.001302283,10,,0,1,20.0,16.0
ours,soc-Epinions1,hybrid_omp,2,0.001514764,10,,0,1,20.0,24.0
ours,soc-Epinions1,hybrid_omp,2,0.002154435,10,,0,1,20.0,32.0
ours,soc-Epinions1,hybrid_omp,2,0.002031402,10,,0,1,20.0,48.0
ours,soc-Epinions1,hybrid_omp,2,0.002800319,10,,0,1,20.0,64.0
ours,soc-Epinions1,hybrid_omp,4,0.001618909,10,,0,1,4.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.378648955,258,,0,1,20.0,64.0
ours,soc-Epinions1,hybrid_omp,4,0.001787121,10,,0,1,4.0,16.0
ours,soc-Epinions1,hybrid_omp,4,0.001390900,10,,0,1,4.0,24.0
ours,soc-Epinions1,hybrid_omp,4,0.001482207,10,,0,1,4.0,32.0
ours,com-dblp.ungraph,seq,1,0.035900265,15,,0,0,14.0,24.0
ours,soc-Epinions1,hybrid_omp,4,0.001442816,10,,0,1,4.0,48.0
ours,soc-Epinions1,hybrid_omp,4,0.001382985,10,,0,1,4.0,64.0
ours,soc-Epinions1,hybrid_omp,4,0.003592584,10,,0,1,6.0,8.0
ours,soc-Epinions1,hybrid_omp,4,0.001874436,10,,0,1,6.0,16.0
ours,com-dblp.ungraph,topdown_omp,1,0.040570013,15,,0,0,14.0,24.0
ours,soc-Epinions1,hybrid_omp,4,0.001644129,10,,0,1,6.0,24.0
ours,soc-Epinions1,hybrid_omp,4,0.001601668,10,,0,1,6.0,32.0
ours,soc-Epinions1,hybrid_omp,4,0.001709831,10,,0,1,6.0,48.0
ours,com-dblp.ungraph,topdown_omp,2,0.024928974,15,,0,0,14.0,24.0
ours,soc-Epinions1,hybrid_omp,4,0.001596399,10,,0,1,6.0,64.0
ours,soc-Epinions1,hybrid_omp,4,0.002211154,10,,0,1,8.0,8.0
ours,soc-Epinions1,hybrid_omp,4,0.001734316,10,,0,1,8.0,16.0
ours,com-dblp.ungraph,topdown_omp,4,0.021337113,15,,0,0,14.0,24.0
ours,soc-Epinions1,hybrid_omp,4,0.001393567,10,,0,1,8.0,24.0
ours,soc-Epinions1,hybrid_omp,4,0.001667914,10,,0,1,8.0,32.0
ours,soc-Epinions1,hybrid_omp,4,0.001496014,10,,0,1,8.0,48.0
ours,soc-Epinions1,hybrid_omp,4,0.001459412,10,,0,1,8.0,64.0
ours,com-dblp.ungraph,topdown_omp,8,0.021714195,15,,0,0,14.0,24.0
ours,soc-Epinions1,hybrid_omp,4,0.001504959,10,,0,1,10.0,8.0
ours,soc-Epinions1,hybrid_omp,4,0.001498132,10,,0,1,10.0,16.0
ours,soc-Epinions1,hybrid_omp,4,0.001529015,10,,0,1,10.0,24.0
ours,com-dblp.ungraph,topdown_omp,16,0.028088874,15,,0,0,14.0,24.0
ours,soc-Epinions1,hybrid_omp,4,0.001957373,10,,0,1,10.0,32.0
ours,soc-Epinions1,hybrid_omp,4,0.001438210,10,,0,1,10.0,48.0
ours,soc-Epinions1,hybrid_omp,4,0.001376326,10,,0,1,10.0,64.0
ours,soc-Epinions1,hybrid_omp,4,0.001577126,10,,0,1,12.0,8.0
ours,com-dblp.ungraph,hybrid_omp,1,0.026128836,15,,0,0,4.0,8.0
ours,soc-Epinions1,hybrid_omp,4,0.001284503,10,,0,1,12.0,16.0
ours,soc-Epinions1,hybrid_omp,4,0.002065610,10,,0,1,12.0,24.0
ours,soc-Epinions1,hybrid_omp,4,0.002004865,10,,0,1,12.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.026175114,15,,0,0,4.0,16.0
ours,soc-Epinions1,hybrid_omp,4,0.002022397,10,,0,1,12.0,48.0
ours,soc-Epinions1,hybrid_omp,4,0.001851391,10,,0,1,12.0,64.0
ours,soc-Epinions1,hybrid_omp,4,0.001147378,10,,0,1,14.0,8.0
ours,com-dblp.ungraph,hybrid_omp,1,0.029365268,15,,0,0,4.0,24.0
ours,soc-Epinions1,hybrid_omp,4,0.001701040,10,,0,1,14.0,16.0
ours,soc-Epinions1,hybrid_omp,4,0.001246499,10,,0,1,14.0,24.0
ours,soc-Epinions1,hybrid_omp,4,0.004267266,10,,0,1,14.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.027229538,15,,0,0,4.0,32.0
ours,soc-Epinions1,hybrid_omp,4,0.002376831,10,,0,1,14.0,48.0
ours,soc-Epinions1,hybrid_omp,4,0.001560073,10,,0,1,14.0,64.0
ours,soc-Epinions1,hybrid_omp,4,0.001519900,10,,0,1,16.0,8.0
ours,soc-Epinions1,hybrid_omp,4,0.001476653,10,,0,1,16.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.028545363,15,,0,0,4.0,48.0
ours,soc-Epinions1,hybrid_omp,4,0.001483845,10,,0,1,16.0,24.0
ours,soc-Epinions1,hybrid_omp,4,0.001644174,10,,0,1,16.0,32.0
ours,soc-Epinions1,hybrid_omp,4,0.001317391,10,,0,1,16.0,48.0
ours,com-dblp.ungraph,hybrid_omp,1,0.030392289,15,,0,0,4.0,64.0
ours,soc-Epinions1,hybrid_omp,4,0.001546614,10,,0,1,16.0,64.0
ours,soc-Epinions1,hybrid_omp,4,0.001351004,10,,0,1,20.0,8.0
ours,soc-Epinions1,hybrid_omp,4,0.001709367,10,,0,1,20.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.028001570,15,,0,0,6.0,8.0
ours,soc-Epinions1,hybrid_omp,4,0.002180048,10,,0,1,20.0,24.0
ours,soc-Epinions1,hybrid_omp,4,0.003774513,10,,0,1,20.0,32.0
ours,soc-Epinions1,hybrid_omp,4,0.001752076,10,,0,1,20.0,48.0
ours,soc-Epinions1,hybrid_omp,4,0.002122536,10,,0,1,20.0,64.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031888339,15,,0,0,6.0,16.0
ours,soc-Epinions1,hybrid_omp,8,0.002821321,10,,0,1,4.0,8.0
ours,soc-Epinions1,hybrid_omp,8,0.001396813,10,,0,1,4.0,16.0
ours,soc-Epinions1,hybrid_omp,8,0.002894977,10,,0,1,4.0,24.0
ours,com-dblp.ungraph,hybrid_omp,1,0.034232699,15,,0,0,6.0,24.0
ours,soc-Epinions1,hybrid_omp,8,0.017127392,10,,0,1,4.0,32.0
ours,soc-Epinions1,hybrid_omp,8,0.001428479,10,,0,1,4.0,48.0
ours,soc-Epinions1,hybrid_omp,8,0.001594975,10,,0,1,4.0,64.0
ours,com-dblp.ungraph,hybrid_omp,1,0.030116358,15,,0,0,6.0,32.0
ours,soc-Epinions1,hybrid_omp,8,0.009647882,10,,0,1,6.0,8.0
ours,soc-Epinions1,hybrid_omp,8,0.001490951,10,,0,1,6.0,16.0
ours,soc-Epinions1,hybrid_omp,8,0.002295940,10,,0,1,6.0,24.0
ours,soc-Epinions1,hybrid_omp,8,0.003871140,10,,0,1,6.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.030179299,15,,0,0,6.0,48.0
ours,soc-Epinions1,hybrid_omp,8,0.001468187,10,,0,1,6.0,48.0
ours,soc-Epinions1,hybrid_omp,8,0.001955295,10,,0,1,6.0,64.0
ours,soc-Epinions1,hybrid_omp,8,0.015433217,10,,0,1,8.0,8.0
ours,com-dblp.ungraph,hybrid_omp,1,0.034197154,15,,0,0,6.0,64.0
ours,soc-Epinions1,hybrid_omp,8,0.001229057,10,,0,1,8.0,16.0
ours,soc-Epinions1,hybrid_omp,8,0.009593580,10,,0,1,8.0,24.0
ours,soc-Epinions1,hybrid_omp,8,0.001942197,10,,0,1,8.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.035165924,15,,0,0,8.0,8.0
ours,soc-Epinions1,hybrid_omp,8,0.005505750,10,,0,1,8.0,48.0
ours,soc-Epinions1,hybrid_omp,8,0.011199920,10,,0,1,8.0,64.0
ours,soc-Epinions1,hybrid_omp,8,0.008803679,10,,0,1,10.0,8.0
ours,soc-Epinions1,hybrid_omp,8,0.001467835,10,,0,1,10.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031164019,15,,0,0,8.0,16.0
ours,soc-Epinions1,hybrid_omp,8,0.021427006,10,,0,1,10.0,24.0
ours,soc-Epinions1,hybrid_omp,8,0.005853537,10,,0,1,10.0,32.0
ours,soc-Epinions1,hybrid_omp,8,0.005654291,10,,0,1,10.0,48.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031085915,15,,0,0,8.0,24.0
ours,soc-Epinions1,hybrid_omp,8,0.001830733,10,,0,1,10.0,64.0
ours,soc-Epinions1,hybrid_omp,8,0.001530814,10,,0,1,12.0,8.0
ours,soc-Epinions1,hybrid_omp,8,0.002176890,10,,0,1,12.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.028893218,15,,0,0,8.0,32.0
ours,soc-Epinions1,hybrid_omp,8,0.002845632,10,,0,1,12.0,24.0
ours,soc-Epinions1,hybrid_omp,8,0.002952672,10,,0,1,12.0,32.0
ours,soc-Epinions1,hybrid_omp,8,0.001787859,10,,0,1,12.0,48.0
ours,soc-Epinions1,hybrid_omp,8,0.001419603,10,,0,1,12.0,64.0
ours,com-dblp.ungraph,hybrid_omp,1,0.029932719,15,,0,0,8.0,48.0
ours,soc-Epinions1,hybrid_omp,8,0.002756187,10,,0,1,14.0,8.0
ours,soc-Epinions1,hybrid_omp,8,0.003461498,10,,0,1,14.0,16.0
ours,soc-Epinions1,hybrid_omp,8,0.002328608,10,,0,1,14.0,24.0
ours,com-dblp.ungraph,hybrid_omp,1,0.036411480,15,,0,0,8.0,64.0
ours,soc-Epinions1,hybrid_omp,8,0.002965030,10,,0,1,14.0,32.0
ours,soc-Epinions1,hybrid_omp,8,0.001648164,10,,0,1,14.0,48.0
ours,soc-Epinions1,hybrid_omp,8,0.001495799,10,,0,1,14.0,64.0
ours,com-dblp.ungraph,hybrid_omp,1,0.026328648,15,,0,0,10.0,8.0
ours,soc-Epinions1,hybrid_omp,8,0.017259906,10,,0,1,16.0,8.0
ours,soc-Epinions1,hybrid_omp,8,0.019294516,10,,0,1,16.0,16.0
ours,soc-Epinions1,hybrid_omp,8,0.001487777,10,,0,1,16.0,24.0
ours,soc-Epinions1,hybrid_omp,8,0.002489454,10,,0,1,16.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.027931916,15,,0,0,10.0,16.0
ours,soc-Epinions1,hybrid_omp,8,0.002878908,10,,0,1,16.0,48.0
ours,soc-Epinions1,hybrid_omp,8,0.001905390,10,,0,1,16.0,64.0
ours,soc-Epinions1,hybrid_omp,8,0.003949219,10,,0,1,20.0,8.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031120635,15,,0,0,10.0,24.0
ours,soc-Epinions1,hybrid_omp,8,0.001893845,10,,0,1,20.0,16.0
ours,soc-Epinions1,hybrid_omp,8,0.004055516,10,,0,1,20.0,24.0
ours,soc-Epinions1,hybrid_omp,8,0.003651536,10,,0,1,20.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.029621859,15,,0,0,10.0,32.0
ours,soc-Epinions1,hybrid_omp,8,0.007566742,10,,0,1,20.0,48.0
ours,soc-Epinions1,hybrid_omp,8,0.070773199,10,,0,1,20.0,64.0
ours,soc-Epinions1,hybrid_omp,16,0.012758360,10,,0,1,4.0,8.0
ours,com-dblp.ungraph,hybrid_omp,1,0.032174874,15,,0,0,10.0,48.0
ours,soc-Epinions1,hybrid_omp,16,0.013224299,10,,0,1,4.0,16.0
ours,soc-Epinions1,hybrid_omp,16,0.010757933,10,,0,1,4.0,24.0
ours,soc-Epinions1,hybrid_omp,16,0.012922043,10,,0,1,4.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031082134,15,,0,0,10.0,64.0
ours,soc-Epinions1,hybrid_omp,16,0.011351563,10,,0,1,4.0,48.0
ours,soc-Epinions1,hybrid_omp,16,0.012928943,10,,0,1,4.0,64.0
ours,soc-Epinions1,hybrid_omp,16,0.013841738,10,,0,1,6.0,8.0
ours,com-dblp.ungraph,hybrid_omp,1,0.029113332,15,,0,0,12.0,8.0
ours,soc-Epinions1,hybrid_omp,16,0.012505902,10,,0,1,6.0,16.0
ours,soc-Epinions1,hybrid_omp,16,0.014095683,10,,0,1,6.0,24.0
ours,soc-Epinions1,hybrid_omp,16,0.015892120,10,,0,1,6.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.030162214,15,,0,0,12.0,16.0
ours,soc-Epinions1,hybrid_omp,16,0.018064244,10,,0,1,6.0,48.0
ours,soc-Epinions1,hybrid_omp,16,0.016040518,10,,0,1,6.0,64.0
ours,soc-Epinions1,hybrid_omp,16,0.014919784,10,,0,1,8.0,8.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031200917,15,,0,0,12.0,24.0
ours,soc-Epinions1,hybrid_omp,16,0.015476715,10,,0,1,8.0,16.0
ours,soc-Epinions1,hybrid_omp,16,0.014182005,10,,0,1,8.0,24.0
ours,soc-Epinions1,hybrid_omp,16,0.012914319,10,,0,1,8.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.028921922,15,,0,0,12.0,32.0
ours,soc-Epinions1,hybrid_omp,16,0.012087108,10,,0,1,8.0,48.0
ours,soc-Epinions1,hybrid_omp,16,0.014953320,10,,0,1,8.0,64.0
ours,soc-Epinions1,hybrid_omp,16,0.012242393,10,,0,1,10.0,8.0
ours,soc-Epinions1,hybrid_omp,16,0.013610027,10,,0,1,10.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.030208475,15,,0,0,12.0,48.0
ours,soc-Epinions1,hybrid_omp,16,0.013854724,10,,0,1,10.0,24.0
ours,soc-Epinions1,hybrid_omp,16,0.014066701,10,,0,1,10.0,32.0
ours,soc-Epinions1,hybrid_omp,16,0.015777670,10,,0,1,10.0,48.0
ours,com-dblp.ungraph,hybrid_omp,1,0.036429288,15,,0,0,12.0,64.0
ours,soc-Epinions1,hybrid_omp,16,0.013701143,10,,0,1,10.0,64.0
ours,soc-Epinions1,hybrid_omp,16,0.016227585,10,,0,1,12.0,8.0
ours,soc-Epinions1,hybrid_omp,16,0.013048452,10,,0,1,12.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031144006,15,,0,0,14.0,8.0
ours,soc-Epinions1,hybrid_omp,16,0.012499665,10,,0,1,12.0,24.0
ours,soc-Epinions1,hybrid_omp,16,0.014605887,10,,0,1,12.0,32.0
ours,soc-Epinions1,hybrid_omp,16,0.013280777,10,,0,1,12.0,48.0
ours,com-dblp.ungraph,hybrid_omp,1,0.032952448,15,,0,0,14.0,16.0
ours,soc-Epinions1,hybrid_omp,16,0.014270871,10,,0,1,12.0,64.0
ours,soc-Epinions1,hybrid_omp,16,0.015181026,10,,0,1,14.0,8.0
ours,soc-Epinions1,hybrid_omp,16,0.014522024,10,,0,1,14.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.028659260,15,,0,0,14.0,24.0
ours,soc-Epinions1,hybrid_omp,16,0.015466295,10,,0,1,14.0,24.0
ours,soc-Epinions1,hybrid_omp,16,0.013700049,10,,0,1,14.0,32.0
ours,soc-Epinions1,hybrid_omp,16,0.015031691,10,,0,1,14.0,48.0
ours,com-dblp.ungraph,hybrid_omp,1,0.027093351,15,,0,0,14.0,32.0
ours,soc-Epinions1,hybrid_omp,16,0.010838507,10,,0,1,14.0,64.0
ours,soc-Epinions1,hybrid_omp,16,0.014793076,10,,0,1,16.0,8.0
ours,soc-Epinions1,hybrid_omp,16,0.014557815,10,,0,1,16.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.030880703,15,,0,0,14.0,48.0
ours,soc-Epinions1,hybrid_omp,16,0.013839001,10,,0,1,16.0,24.0
ours,soc-Epinions1,hybrid_omp,16,0.011974080,10,,0,1,16.0,32.0
ours,soc-Epinions1,hybrid_omp,16,0.014876310,10,,0,1,16.0,48.0
ours,soc-Epinions1,hybrid_omp,16,0.013260251,10,,0,1,16.0,64.0
ours,com-dblp.ungraph,hybrid_omp,1,0.032279752,15,,0,0,14.0,64.0
ours,soc-Epinions1,hybrid_omp,16,0.015133182,10,,0,1,20.0,8.0
ours,soc-Epinions1,hybrid_omp,16,0.013756198,10,,0,1,20.0,16.0
ours,soc-Epinions1,hybrid_omp,16,0.011847340,10,,0,1,20.0,24.0
ours,com-dblp.ungraph,hybrid_omp,1,0.034345117,15,,0,0,16.0,8.0
ours,soc-Epinions1,hybrid_omp,16,0.013748242,10,,0,1,20.0,32.0
ours,soc-Epinions1,hybrid_omp,16,0.012132713,10,,0,1,20.0,48.0
ours,soc-Epinions1,hybrid_omp,16,0.017922140,10,,0,1,20.0,64.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031569005,15,,0,0,16.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.032337787,15,,0,0,16.0,24.0
ours,com-dblp.ungraph,hybrid_omp,1,0.028638968,15,,0,0,16.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.025425306,15,,0,0,16.0,48.0
ours,com-dblp.ungraph,hybrid_omp,1,0.037032025,15,,0,0,16.0,64.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031884622,15,,0,0,20.0,8.0
ours,com-dblp.ungraph,hybrid_omp,1,0.030032160,15,,0,0,20.0,16.0
ours,com-dblp.ungraph,hybrid_omp,1,0.047730418,15,,0,0,20.0,24.0
ours,com-dblp.ungraph,hybrid_omp,1,0.033807784,15,,0,0,20.0,32.0
ours,com-dblp.ungraph,hybrid_omp,1,0.031881016,15,,0,0,20.0,48.0
ours,com-dblp.ungraph,hybrid_omp,1,0.036467141,15,,0,0,20.0,64.0
ours,com-dblp.ungraph,hybrid_omp,2,0.015813139,15,,0,0,4.0,8.0
ours,com-dblp.ungraph,hybrid_omp,2,0.016294632,15,,0,0,4.0,16.0
ours,com-dblp.ungraph,hybrid_omp,2,0.015037722,15,,0,0,4.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018776166,15,,0,0,4.0,32.0
ours,com-dblp.ungraph,hybrid_omp,2,0.013505415,15,,0,0,4.0,48.0
ours,com-dblp.ungraph,hybrid_omp,2,0.016334914,15,,0,0,4.0,64.0
ours,com-dblp.ungraph,hybrid_omp,2,0.014916901,15,,0,0,6.0,8.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018939772,15,,0,0,6.0,16.0
ours,com-dblp.ungraph,hybrid_omp,2,0.014920534,15,,0,0,6.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.023322730,15,,0,0,6.0,32.0
ours,com-dblp.ungraph,hybrid_omp,2,0.019017473,15,,0,0,6.0,48.0
ours,com-dblp.ungraph,hybrid_omp,2,0.019720972,15,,0,0,6.0,64.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018402809,15,,0,0,8.0,8.0
ours,com-dblp.ungraph,hybrid_omp,2,0.017666736,15,,0,0,8.0,16.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018528343,15,,0,0,8.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.016723477,15,,0,0,8.0,32.0
ours,com-dblp.ungraph,hybrid_omp,2,0.016742238,15,,0,0,8.0,48.0
ours,com-dblp.ungraph,hybrid_omp,2,0.016742016,15,,0,0,8.0,64.0
ours,com-dblp.ungraph,hybrid_omp,2,0.015422315,15,,0,0,10.0,8.0
ours,com-dblp.ungraph,hybrid_omp,2,0.016932174,15,,0,0,10.0,16.0
ours,com-dblp.ungraph,hybrid_omp,2,0.016613399,15,,0,0,10.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.020165967,15,,0,0,10.0,32.0
ours,com-dblp.ungraph,hybrid_omp,2,0.021598261,15,,0,0,10.0,48.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018354632,15,,0,0,10.0,64.0
ours,com-dblp.ungraph,hybrid_omp,2,0.013585121,15,,0,0,12.0,8.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018744125,15,,0,0,12.0,16.0
ours,com-dblp.ungraph,hybrid_omp,2,0.017109165,15,,0,0,12.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018315361,15,,0,0,12.0,32.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018050801,15,,0,0,12.0,48.0
ours,com-dblp.ungraph,hybrid_omp,2,0.017201170,15,,0,0,12.0,64.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018110641,15,,0,0,14.0,8.0
ours,com-dblp.ungraph,hybrid_omp,2,0.021366625,15,,0,0,14.0,16.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018501941,15,,0,0,14.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.019472291,15,,0,0,14.0,32.0
ours,com-dblp.ungraph,hybrid_omp,2,0.019744624,15,,0,0,14.0,48.0
ours,com-dblp.ungraph,hybrid_omp,2,0.020406084,15,,0,0,14.0,64.0
ours,com-dblp.ungraph,hybrid_omp,2,0.017714655,15,,0,0,16.0,8.0
ours,com-dblp.ungraph,hybrid_omp,2,0.017462699,15,,0,0,16.0,16.0
ours,com-dblp.ungraph,hybrid_omp,2,0.016882853,15,,0,0,16.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018044728,15,,0,0,16.0,32.0
ours,com-dblp.ungraph,hybrid_omp,2,0.015073051,15,,0,0,16.0,48.0
ours,com-dblp.ungraph,hybrid_omp,2,0.016010233,15,,0,0,16.0,64.0
ours,com-dblp.ungraph,hybrid_omp,2,0.019184415,15,,0,0,20.0,8.0
ours,com-dblp.ungraph,hybrid_omp,2,0.019264284,15,,0,0,20.0,16.0
ours,com-dblp.ungraph,hybrid_omp,2,0.019391423,15,,0,0,20.0,24.0
ours,com-dblp.ungraph,hybrid_omp,2,0.016813437,15,,0,0,20.0,32.0
ours,com-dblp.ungraph,hybrid_omp,2,0.016737145,15,,0,0,20.0,48.0
ours,com-dblp.ungraph,hybrid_omp,2,0.018383964,15,,0,0,20.0,64.0
ours,com-dblp.ungraph,hybrid_omp,4,0.010302528,15,,0,0,4.0,8.0
ours,com-dblp.ungraph,hybrid_omp,4,0.007888526,15,,0,0,4.0,16.0
ours,com-dblp.ungraph,hybrid_omp,4,0.013018921,15,,0,0,4.0,24.0
ours,com-dblp.ungraph,hybrid_omp,4,0.009088096,15,,0,0,4.0,32.0
ours,com-dblp.ungraph,hybrid_omp,4,0.008269627,15,,0,0,4.0,48.0
ours,com-dblp.ungraph,hybrid_omp,4,0.008592703,15,,0,0,4.0,64.0
ours,com-dblp.ungraph,hybrid_omp,4,0.007670720,15,,0,0,6.0,8.0
ours,com-dblp.ungraph,hybrid_omp,4,0.008845012,15,,0,0,6.0,16.0
ours,com-dblp.ungraph,hybrid_omp,4,0.008063810,15,,0,0,6.0,24.0
ours,com-dblp.ungraph,hybrid_omp,4,0.011667418,15,,0,0,6.0,32.0
ours,com-dblp.ungraph,hybrid_omp,4,0.011181236,15,,0,0,6.0,48.0
ours,com-dblp.ungraph,hybrid_omp,4,0.011961144,15,,0,0,6.0,64.0
ours,com-dblp.ungraph,hybrid_omp,4,0.008582564,15,,0,0,8.0,8.0
ours,com-dblp.ungraph,hybrid_omp,4,0.012240447,15,,0,0,8.0,16.0
ours,com-dblp.ungraph,hybrid_omp,4,0.008917997,15,,0,0,8.0,24.0
ours,com-dblp.ungraph,hybrid_omp,4,0.011294003,15,,0,0,8.0,32.0
ours,com-dblp.ungraph,hybrid_omp,4,0.009655598,15,,0,0,8.0,48.0
ours,com-dblp.ungraph,hybrid_omp,4,0.009849651,15,,0,0,8.0,64.0
ours,com-dblp.ungraph,hybrid_omp,4,0.011393761,15,,0,0,10.0,8.0
ours,com-dblp.ungraph,hybrid_omp,4,0.007601209,15,,0,0,10.0,16.0
ours,com-dblp.ungraph,hybrid_omp,4,0.008966949,15,,0,0,10.0,24.0
ours,com-dblp.ungraph,hybrid_omp,4,0.010360375,15,,0,0,10.0,32.0
ours,com-dblp.ungraph,hybrid_omp,4,0.010508667,15,,0,0,10.0,48.0
ours,com-dblp.ungraph,hybrid_omp,4,0.007773465,15,,0,0,10.0,64.0
ours,com-dblp.ungraph,hybrid_omp,4,0.007979438,15,,0,0,12.0,8.0
ours,com-dblp.ungraph,hybrid_omp,4,0.009085367,15,,0,0,12.0,16.0
ours,com-dblp.ungraph,hybrid_omp,4,0.008656643,15,,0,0,12.0,24.0
ours,com-dblp.ungraph,hybrid_omp,4,0.010074849,15,,0,0,12.0,32.0
ours,com-dblp.ungraph,hybrid_omp,4,0.013244246,15,,0,0,12.0,48.0
ours,com-dblp.ungraph,hybrid_omp,4,0.012629310,15,,0,0,12.0,64.0
ours,com-dblp.ungraph,hybrid_omp,4,0.007924514,15,,0,0,14.0,8.0
ours,com-dblp.ungraph,hybrid_omp,4,0.011908418,15,,0,0,14.0,16.0
